"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
3245,2534641687.06433,4417.28285196424,1977,FALSE,1,"15364","AUT","Rottenmann and Wölz Tauern","AUT",TRUE,"15363;15364;15365;15428;15432",TRUE,"",1.74276422364078e-06
3245,2534641687.06433,984.307169318199,1978,FALSE,1,"15364","AUT","Rottenmann and Wölz Tauern","AUT",TRUE,"15363;15364;15365;15428;15432",TRUE,"",3.88341742480469e-07
3245,2534641687.06433,11476089.5179124,1980,FALSE,3,"15364","AUT","Rottenmann and Wölz Tauern","AUT",TRUE,"15363;15364;15365;15428;15432",TRUE,"",0.0045276969823708
3245,2534641687.06433,986987459.802245,1981,FALSE,3,"15364","AUT","Rottenmann and Wölz Tauern","AUT",TRUE,"15363;15364;15365;15428;15432",TRUE,"",0.389399205749429
3245,2534641687.06433,13005533.8911252,1982,FALSE,1,"15364","AUT","Rottenmann and Wölz Tauern","AUT",TRUE,"15363;15364;15365;15428;15432",TRUE,"",0.00513111338675583
3245,2534641687.06433,2283569.68381999,1984,FALSE,1,"15364","AUT","Rottenmann and Wölz Tauern","AUT",TRUE,"15363;15364;15365;15428;15432",TRUE,"",0.000900943788415655
3245,2534641687.06433,66377.5006394684,1985,FALSE,1,"15364","AUT","Rottenmann and Wölz Tauern","AUT",TRUE,"15363;15364;15365;15428;15432",TRUE,"",2.61881199927505e-05
3245,2534641687.06433,236922.020947758,1986,FALSE,1,"15364","AUT","Rottenmann and Wölz Tauern","AUT",TRUE,"15363;15364;15365;15428;15432",TRUE,"",9.34735754394403e-05
3245,2534641687.06433,61130760.886832,1987,FALSE,1,"15364","AUT","Rottenmann and Wölz Tauern","AUT",TRUE,"15363;15364;15365;15428;15432",TRUE,"",0.0241181075805767
3245,2534641687.06433,1022572.02954688,1995,FALSE,1,"15364","AUT","Rottenmann and Wölz Tauern","AUT",TRUE,"15363;15364;15365;15428;15432",TRUE,"",0.000403438495770675
3245,2534641687.06433,477328733.395008,1997,FALSE,2,"15364","AUT","Rottenmann and Wölz Tauern","AUT",TRUE,"15363;15364;15365;15428;15432",TRUE,"",0.188321976960719
3245,2534641687.06433,NA,1998,FALSE,1,"15364","AUT","Rottenmann and Wölz Tauern","AUT",TRUE,"15363;15364;15365;15428;15432",TRUE,"",NA
3245,2534641687.06433,317.229893147945,2004,FALSE,1,"15364","AUT","Rottenmann and Wölz Tauern","AUT",TRUE,"15363;15364;15365;15428;15432",TRUE,"",1.25157687876335e-07
3245,2534641687.06433,3086388.29490317,2006,FALSE,6,"15364","AUT","Rottenmann and Wölz Tauern","AUT",TRUE,"15363;15364;15365;15428;15432",TRUE,"",0.00121768229042184
3245,2534641687.06433,3347779.98856092,2007,FALSE,1,"15364","AUT","Rottenmann and Wölz Tauern","AUT",TRUE,"15363;15364;15365;15428;15432",TRUE,"",0.00132080996128426
3245,2534641687.06433,598.177755653858,2008,FALSE,1,"15364","AUT","Rottenmann and Wölz Tauern","AUT",TRUE,"15363;15364;15365;15428;15432",TRUE,"",2.36000914333054e-07
3245,2534641687.06433,48303510.4801373,2010,FALSE,3,"15364","AUT","Rottenmann and Wölz Tauern","AUT",TRUE,"15363;15364;15365;15428;15432",TRUE,"",0.0190573329266447
3245,2534641687.06433,84982.5850282753,2011,FALSE,5,"15364","AUT","Rottenmann and Wölz Tauern","AUT",TRUE,"15363;15364;15365;15428;15432",TRUE,"",3.3528441302764e-05
3245,2534641687.06433,7327276.69370641,2015,FALSE,3,"15364","AUT","Rottenmann and Wölz Tauern","AUT",TRUE,"15363;15364;15365;15428;15432",TRUE,"",0.00289085306657013
3245,2534641687.06433,35.495949995413,2019,FALSE,2,"15364","AUT","Rottenmann and Wölz Tauern","AUT",TRUE,"15363;15364;15365;15428;15432",TRUE,"",1.40043265983386e-08
