"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
22270,150274621.243166,0,0,FALSE,0,"99999","CZE;GRL;LIE;BGR;ROU;BEL;TUR;MDA;POL;FIN;HUN;ARM;AUT;CHE;DEU;AGO;BFA;BDI;BWA;CAF;CMR;DJI;EGY;ERI;ETH;KEN;MAR;MWI;NGA;RWA;SOM;TCD;TZA;UGA;ZMB;ZWE;IRN;OMN;SYR;MEX;IDN;MNG;PAK;IND;KAZ;BRA;GTM;PRY;UZB;SWE;TKM;GUF;COG;AUS;COD;MRT;THA;HKG;VNM;MMR;JAM;ZAF;FRA;RUS;USA;SAU;CAN;PNG;VUT;JPN;ATA;MDG;VEN;CHL;BOL;ARG;PER;COL;ECU;FJI;TON;COK;MNP;SWZ;CHN;GIB;GRC;ITA;PRT;ISR;HRV;ESP;TUN;JOR;DZA;CPV;AZE;GEO;ARE;LBR;MYS;PYF;IRQ;MOZ;YEM;GBR;PRK;SHN","NA","KAZ",NA,NA,NA,"no pas overlapping kba",0
22375,71932953.1971741,0,0,FALSE,0,"99999","CZE;GRL;LIE;BGR;ROU;BEL;TUR;MDA;POL;FIN;HUN;ARM;AUT;CHE;DEU;AGO;BFA;BDI;BWA;CAF;CMR;DJI;EGY;ERI;ETH;KEN;MAR;MWI;NGA;RWA;SOM;TCD;TZA;UGA;ZMB;ZWE;IRN;OMN;SYR;MEX;IDN;MNG;PAK;IND;KAZ;BRA;GTM;PRY;UZB;SWE;TKM;GUF;COG;AUS;COD;MRT;THA;HKG;VNM;MMR;JAM;ZAF;FRA;RUS;USA;SAU;CAN;PNG;VUT;JPN;ATA;MDG;VEN;CHL;BOL;ARG;PER;COL;ECU;FJI;TON;COK;MNP;SWZ;CHN;GIB;GRC;ITA;PRT;ISR;HRV;ESP;TUN;JOR;DZA;CPV;AZE;GEO;ARE;LBR;MYS;PYF;IRQ;MOZ;YEM;GBR;PRK;SHN","NA","KEN",NA,NA,NA,"no pas overlapping kba",0
20925,8744933.66121246,0,0,FALSE,0,"99999","CZE;GRL;LIE;BGR;ROU;BEL;TUR;MDA;POL;FIN;HUN;ARM;AUT;CHE;DEU;AGO;BFA;BDI;BWA;CAF;CMR;DJI;EGY;ERI;ETH;KEN;MAR;MWI;NGA;RWA;SOM;TCD;TZA;UGA;ZMB;ZWE;IRN;OMN;SYR;MEX;IDN;MNG;PAK;IND;KAZ;BRA;GTM;PRY;UZB;SWE;TKM;GUF;COG;AUS;COD;MRT;THA;HKG;VNM;MMR;JAM;ZAF;FRA;RUS;USA;SAU;CAN;PNG;VUT;JPN;ATA;MDG;VEN;CHL;BOL;ARG;PER;COL;ECU;FJI;TON;COK;MNP;SWZ;CHN;GIB;GRC;ITA;PRT;ISR;HRV;ESP;TUN;JOR;DZA;CPV;AZE;GEO;ARE;LBR;MYS;PYF;IRQ;MOZ;YEM;GBR;PRK;SHN","NA","KEN",NA,NA,NA,"no pas overlapping kba",0
22403,14172579.988962,11919032.9049616,1961,FALSE,1,"99999","CZE;GRL;LIE;BGR;ROU;BEL;TUR;MDA;POL;FIN;HUN;ARM;AUT;CHE;DEU;AGO;BFA;BDI;BWA;CAF;CMR;DJI;EGY;ERI;ETH;KEN;MAR;MWI;NGA;RWA;SOM;TCD;TZA;UGA;ZMB;ZWE;IRN;OMN;SYR;MEX;IDN;MNG;PAK;IND;KAZ;BRA;GTM;PRY;UZB;SWE;TKM;GUF;COG;AUS;COD;MRT;THA;HKG;VNM;MMR;JAM;ZAF;FRA;RUS;USA;SAU;CAN;PNG;VUT;JPN;ATA;MDG;VEN;CHL;BOL;ARG;PER;COL;ECU;FJI;TON;COK;MNP;SWZ;CHN;GIB;GRC;ITA;PRT;ISR;HRV;ESP;TUN;JOR;DZA;CPV;AZE;GEO;ARE;LBR;MYS;PYF;IRQ;MOZ;YEM;GBR;PRK;SHN","NA","TZA",FALSE,NA,FALSE,"",0.840992459682322
23014,16613920.6242339,0,0,FALSE,0,"99999","CZE;GRL;LIE;BGR;ROU;BEL;TUR;MDA;POL;FIN;HUN;ARM;AUT;CHE;DEU;AGO;BFA;BDI;BWA;CAF;CMR;DJI;EGY;ERI;ETH;KEN;MAR;MWI;NGA;RWA;SOM;TCD;TZA;UGA;ZMB;ZWE;IRN;OMN;SYR;MEX;IDN;MNG;PAK;IND;KAZ;BRA;GTM;PRY;UZB;SWE;TKM;GUF;COG;AUS;COD;MRT;THA;HKG;VNM;MMR;JAM;ZAF;FRA;RUS;USA;SAU;CAN;PNG;VUT;JPN;ATA;MDG;VEN;CHL;BOL;ARG;PER;COL;ECU;FJI;TON;COK;MNP;SWZ;CHN;GIB;GRC;ITA;PRT;ISR;HRV;ESP;TUN;JOR;DZA;CPV;AZE;GEO;ARE;LBR;MYS;PYF;IRQ;MOZ;YEM;GBR;PRK;SHN","NA","IDN",NA,NA,NA,"no pas overlapping kba",0
23887,3491904479.14735,0,0,FALSE,0,"99999","CZE;GRL;LIE;BGR;ROU;BEL;TUR;MDA;POL;FIN;HUN;ARM;AUT;CHE;DEU;AGO;BFA;BDI;BWA;CAF;CMR;DJI;EGY;ERI;ETH;KEN;MAR;MWI;NGA;RWA;SOM;TCD;TZA;UGA;ZMB;ZWE;IRN;OMN;SYR;MEX;IDN;MNG;PAK;IND;KAZ;BRA;GTM;PRY;UZB;SWE;TKM;GUF;COG;AUS;COD;MRT;THA;HKG;VNM;MMR;JAM;ZAF;FRA;RUS;USA;SAU;CAN;PNG;VUT;JPN;ATA;MDG;VEN;CHL;BOL;ARG;PER;COL;ECU;FJI;TON;COK;MNP;SWZ;CHN;GIB;GRC;ITA;PRT;ISR;HRV;ESP;TUN;JOR;DZA;CPV;AZE;GEO;ARE;LBR;MYS;PYF;IRQ;MOZ;YEM;GBR;PRK;SHN","NA","BRA",NA,NA,NA,"no pas overlapping kba",0
23906,768422034.459801,767140027.809423,1996,FALSE,1,"99999","CZE;GRL;LIE;BGR;ROU;BEL;TUR;MDA;POL;FIN;HUN;ARM;AUT;CHE;DEU;AGO;BFA;BDI;BWA;CAF;CMR;DJI;EGY;ERI;ETH;KEN;MAR;MWI;NGA;RWA;SOM;TCD;TZA;UGA;ZMB;ZWE;IRN;OMN;SYR;MEX;IDN;MNG;PAK;IND;KAZ;BRA;GTM;PRY;UZB;SWE;TKM;GUF;COG;AUS;COD;MRT;THA;HKG;VNM;MMR;JAM;ZAF;FRA;RUS;USA;SAU;CAN;PNG;VUT;JPN;ATA;MDG;VEN;CHL;BOL;ARG;PER;COL;ECU;FJI;TON;COK;MNP;SWZ;CHN;GIB;GRC;ITA;PRT;ISR;HRV;ESP;TUN;JOR;DZA;CPV;AZE;GEO;ARE;LBR;MYS;PYF;IRQ;MOZ;YEM;GBR;PRK;SHN","NA","GUF",FALSE,NA,FALSE,"",0.998331637312718
24242,126183366.191505,0,0,FALSE,0,"99999","CZE;GRL;LIE;BGR;ROU;BEL;TUR;MDA;POL;FIN;HUN;ARM;AUT;CHE;DEU;AGO;BFA;BDI;BWA;CAF;CMR;DJI;EGY;ERI;ETH;KEN;MAR;MWI;NGA;RWA;SOM;TCD;TZA;UGA;ZMB;ZWE;IRN;OMN;SYR;MEX;IDN;MNG;PAK;IND;KAZ;BRA;GTM;PRY;UZB;SWE;TKM;GUF;COG;AUS;COD;MRT;THA;HKG;VNM;MMR;JAM;ZAF;FRA;RUS;USA;SAU;CAN;PNG;VUT;JPN;ATA;MDG;VEN;CHL;BOL;ARG;PER;COL;ECU;FJI;TON;COK;MNP;SWZ;CHN;GIB;GRC;ITA;PRT;ISR;HRV;ESP;TUN;JOR;DZA;CPV;AZE;GEO;ARE;LBR;MYS;PYF;IRQ;MOZ;YEM;GBR;PRK;SHN","NA","ZMB",NA,NA,NA,"no pas overlapping kba",0
24243,902262209.407122,861517355.040143,1971,FALSE,1,"99999","CZE;GRL;LIE;BGR;ROU;BEL;TUR;MDA;POL;FIN;HUN;ARM;AUT;CHE;DEU;AGO;BFA;BDI;BWA;CAF;CMR;DJI;EGY;ERI;ETH;KEN;MAR;MWI;NGA;RWA;SOM;TCD;TZA;UGA;ZMB;ZWE;IRN;OMN;SYR;MEX;IDN;MNG;PAK;IND;KAZ;BRA;GTM;PRY;UZB;SWE;TKM;GUF;COG;AUS;COD;MRT;THA;HKG;VNM;MMR;JAM;ZAF;FRA;RUS;USA;SAU;CAN;PNG;VUT;JPN;ATA;MDG;VEN;CHL;BOL;ARG;PER;COL;ECU;FJI;TON;COK;MNP;SWZ;CHN;GIB;GRC;ITA;PRT;ISR;HRV;ESP;TUN;JOR;DZA;CPV;AZE;GEO;ARE;LBR;MYS;PYF;IRQ;MOZ;YEM;GBR;PRK;SHN","NA","ZMB",FALSE,NA,FALSE,"",0.954841448592031
24243,902262209.407122,NA,1979,FALSE,1,"99999","CZE;GRL;LIE;BGR;ROU;BEL;TUR;MDA;POL;FIN;HUN;ARM;AUT;CHE;DEU;AGO;BFA;BDI;BWA;CAF;CMR;DJI;EGY;ERI;ETH;KEN;MAR;MWI;NGA;RWA;SOM;TCD;TZA;UGA;ZMB;ZWE;IRN;OMN;SYR;MEX;IDN;MNG;PAK;IND;KAZ;BRA;GTM;PRY;UZB;SWE;TKM;GUF;COG;AUS;COD;MRT;THA;HKG;VNM;MMR;JAM;ZAF;FRA;RUS;USA;SAU;CAN;PNG;VUT;JPN;ATA;MDG;VEN;CHL;BOL;ARG;PER;COL;ECU;FJI;TON;COK;MNP;SWZ;CHN;GIB;GRC;ITA;PRT;ISR;HRV;ESP;TUN;JOR;DZA;CPV;AZE;GEO;ARE;LBR;MYS;PYF;IRQ;MOZ;YEM;GBR;PRK;SHN","NA","ZMB",FALSE,NA,FALSE,"",NA
24248,497429153.366215,12960282.1989836,1964,FALSE,2,"99999","CZE;GRL;LIE;BGR;ROU;BEL;TUR;MDA;POL;FIN;HUN;ARM;AUT;CHE;DEU;AGO;BFA;BDI;BWA;CAF;CMR;DJI;EGY;ERI;ETH;KEN;MAR;MWI;NGA;RWA;SOM;TCD;TZA;UGA;ZMB;ZWE;IRN;OMN;SYR;MEX;IDN;MNG;PAK;IND;KAZ;BRA;GTM;PRY;UZB;SWE;TKM;GUF;COG;AUS;COD;MRT;THA;HKG;VNM;MMR;JAM;ZAF;FRA;RUS;USA;SAU;CAN;PNG;VUT;JPN;ATA;MDG;VEN;CHL;BOL;ARG;PER;COL;ECU;FJI;TON;COK;MNP;SWZ;CHN;GIB;GRC;ITA;PRT;ISR;HRV;ESP;TUN;JOR;DZA;CPV;AZE;GEO;ARE;LBR;MYS;PYF;IRQ;MOZ;YEM;GBR;PRK;SHN","NA","ZMB",FALSE,NA,FALSE,"",0.0260545287932532
24248,497429153.366215,432885.662977219,1969,FALSE,1,"99999","CZE;GRL;LIE;BGR;ROU;BEL;TUR;MDA;POL;FIN;HUN;ARM;AUT;CHE;DEU;AGO;BFA;BDI;BWA;CAF;CMR;DJI;EGY;ERI;ETH;KEN;MAR;MWI;NGA;RWA;SOM;TCD;TZA;UGA;ZMB;ZWE;IRN;OMN;SYR;MEX;IDN;MNG;PAK;IND;KAZ;BRA;GTM;PRY;UZB;SWE;TKM;GUF;COG;AUS;COD;MRT;THA;HKG;VNM;MMR;JAM;ZAF;FRA;RUS;USA;SAU;CAN;PNG;VUT;JPN;ATA;MDG;VEN;CHL;BOL;ARG;PER;COL;ECU;FJI;TON;COK;MNP;SWZ;CHN;GIB;GRC;ITA;PRT;ISR;HRV;ESP;TUN;JOR;DZA;CPV;AZE;GEO;ARE;LBR;MYS;PYF;IRQ;MOZ;YEM;GBR;PRK;SHN","NA","ZMB",FALSE,NA,FALSE,"",0.000870245863250644
24252,4205521080.07369,0,0,FALSE,0,"99999","CZE;GRL;LIE;BGR;ROU;BEL;TUR;MDA;POL;FIN;HUN;ARM;AUT;CHE;DEU;AGO;BFA;BDI;BWA;CAF;CMR;DJI;EGY;ERI;ETH;KEN;MAR;MWI;NGA;RWA;SOM;TCD;TZA;UGA;ZMB;ZWE;IRN;OMN;SYR;MEX;IDN;MNG;PAK;IND;KAZ;BRA;GTM;PRY;UZB;SWE;TKM;GUF;COG;AUS;COD;MRT;THA;HKG;VNM;MMR;JAM;ZAF;FRA;RUS;USA;SAU;CAN;PNG;VUT;JPN;ATA;MDG;VEN;CHL;BOL;ARG;PER;COL;ECU;FJI;TON;COK;MNP;SWZ;CHN;GIB;GRC;ITA;PRT;ISR;HRV;ESP;TUN;JOR;DZA;CPV;AZE;GEO;ARE;LBR;MYS;PYF;IRQ;MOZ;YEM;GBR;PRK;SHN","NA","COG",NA,NA,NA,"no pas overlapping kba",0
24341,235352284.52461,308382.046423409,1995,FALSE,2,"99999","CZE;GRL;LIE;BGR;ROU;BEL;TUR;MDA;POL;FIN;HUN;ARM;AUT;CHE;DEU;AGO;BFA;BDI;BWA;CAF;CMR;DJI;EGY;ERI;ETH;KEN;MAR;MWI;NGA;RWA;SOM;TCD;TZA;UGA;ZMB;ZWE;IRN;OMN;SYR;MEX;IDN;MNG;PAK;IND;KAZ;BRA;GTM;PRY;UZB;SWE;TKM;GUF;COG;AUS;COD;MRT;THA;HKG;VNM;MMR;JAM;ZAF;FRA;RUS;USA;SAU;CAN;PNG;VUT;JPN;ATA;MDG;VEN;CHL;BOL;ARG;PER;COL;ECU;FJI;TON;COK;MNP;SWZ;CHN;GIB;GRC;ITA;PRT;ISR;HRV;ESP;TUN;JOR;DZA;CPV;AZE;GEO;ARE;LBR;MYS;PYF;IRQ;MOZ;YEM;GBR;PRK;SHN","NA","ROU",FALSE,NA,FALSE,"",0.00131029977910056
24341,235352284.52461,76752629.1097192,2009,FALSE,2,"99999","CZE;GRL;LIE;BGR;ROU;BEL;TUR;MDA;POL;FIN;HUN;ARM;AUT;CHE;DEU;AGO;BFA;BDI;BWA;CAF;CMR;DJI;EGY;ERI;ETH;KEN;MAR;MWI;NGA;RWA;SOM;TCD;TZA;UGA;ZMB;ZWE;IRN;OMN;SYR;MEX;IDN;MNG;PAK;IND;KAZ;BRA;GTM;PRY;UZB;SWE;TKM;GUF;COG;AUS;COD;MRT;THA;HKG;VNM;MMR;JAM;ZAF;FRA;RUS;USA;SAU;CAN;PNG;VUT;JPN;ATA;MDG;VEN;CHL;BOL;ARG;PER;COL;ECU;FJI;TON;COK;MNP;SWZ;CHN;GIB;GRC;ITA;PRT;ISR;HRV;ESP;TUN;JOR;DZA;CPV;AZE;GEO;ARE;LBR;MYS;PYF;IRQ;MOZ;YEM;GBR;PRK;SHN","NA","ROU",FALSE,NA,FALSE,"",0.326118054323341
24341,235352284.52461,134959428.658965,2011,FALSE,1,"99999","CZE;GRL;LIE;BGR;ROU;BEL;TUR;MDA;POL;FIN;HUN;ARM;AUT;CHE;DEU;AGO;BFA;BDI;BWA;CAF;CMR;DJI;EGY;ERI;ETH;KEN;MAR;MWI;NGA;RWA;SOM;TCD;TZA;UGA;ZMB;ZWE;IRN;OMN;SYR;MEX;IDN;MNG;PAK;IND;KAZ;BRA;GTM;PRY;UZB;SWE;TKM;GUF;COG;AUS;COD;MRT;THA;HKG;VNM;MMR;JAM;ZAF;FRA;RUS;USA;SAU;CAN;PNG;VUT;JPN;ATA;MDG;VEN;CHL;BOL;ARG;PER;COL;ECU;FJI;TON;COK;MNP;SWZ;CHN;GIB;GRC;ITA;PRT;ISR;HRV;ESP;TUN;JOR;DZA;CPV;AZE;GEO;ARE;LBR;MYS;PYF;IRQ;MOZ;YEM;GBR;PRK;SHN","NA","ROU",FALSE,NA,FALSE,"",0.573435813175004
24392,21813925.9756531,20761157.4612997,2007,FALSE,1,"99999","CZE;GRL;LIE;BGR;ROU;BEL;TUR;MDA;POL;FIN;HUN;ARM;AUT;CHE;DEU;AGO;BFA;BDI;BWA;CAF;CMR;DJI;EGY;ERI;ETH;KEN;MAR;MWI;NGA;RWA;SOM;TCD;TZA;UGA;ZMB;ZWE;IRN;OMN;SYR;MEX;IDN;MNG;PAK;IND;KAZ;BRA;GTM;PRY;UZB;SWE;TKM;GUF;COG;AUS;COD;MRT;THA;HKG;VNM;MMR;JAM;ZAF;FRA;RUS;USA;SAU;CAN;PNG;VUT;JPN;ATA;MDG;VEN;CHL;BOL;ARG;PER;COL;ECU;FJI;TON;COK;MNP;SWZ;CHN;GIB;GRC;ITA;PRT;ISR;HRV;ESP;TUN;JOR;DZA;CPV;AZE;GEO;ARE;LBR;MYS;PYF;IRQ;MOZ;YEM;GBR;PRK;SHN","NA","ROU",FALSE,NA,FALSE,"",0.951738695935414
24451,251882738.485534,250479834.668398,2016,FALSE,1,"99999","CZE;GRL;LIE;BGR;ROU;BEL;TUR;MDA;POL;FIN;HUN;ARM;AUT;CHE;DEU;AGO;BFA;BDI;BWA;CAF;CMR;DJI;EGY;ERI;ETH;KEN;MAR;MWI;NGA;RWA;SOM;TCD;TZA;UGA;ZMB;ZWE;IRN;OMN;SYR;MEX;IDN;MNG;PAK;IND;KAZ;BRA;GTM;PRY;UZB;SWE;TKM;GUF;COG;AUS;COD;MRT;THA;HKG;VNM;MMR;JAM;ZAF;FRA;RUS;USA;SAU;CAN;PNG;VUT;JPN;ATA;MDG;VEN;CHL;BOL;ARG;PER;COL;ECU;FJI;TON;COK;MNP;SWZ;CHN;GIB;GRC;ITA;PRT;ISR;HRV;ESP;TUN;JOR;DZA;CPV;AZE;GEO;ARE;LBR;MYS;PYF;IRQ;MOZ;YEM;GBR;PRK;SHN","NA","AUS",FALSE,NA,FALSE,"",0.994430329662241
24502,399739874.422847,399737263.956694,1932,FALSE,1,"99999","CZE;GRL;LIE;BGR;ROU;BEL;TUR;MDA;POL;FIN;HUN;ARM;AUT;CHE;DEU;AGO;BFA;BDI;BWA;CAF;CMR;DJI;EGY;ERI;ETH;KEN;MAR;MWI;NGA;RWA;SOM;TCD;TZA;UGA;ZMB;ZWE;IRN;OMN;SYR;MEX;IDN;MNG;PAK;IND;KAZ;BRA;GTM;PRY;UZB;SWE;TKM;GUF;COG;AUS;COD;MRT;THA;HKG;VNM;MMR;JAM;ZAF;FRA;RUS;USA;SAU;CAN;PNG;VUT;JPN;ATA;MDG;VEN;CHL;BOL;ARG;PER;COL;ECU;FJI;TON;COK;MNP;SWZ;CHN;GIB;GRC;ITA;PRT;ISR;HRV;ESP;TUN;JOR;DZA;CPV;AZE;GEO;ARE;LBR;MYS;PYF;IRQ;MOZ;YEM;GBR;PRK;SHN","NA","UGA",FALSE,NA,FALSE,"",0.999993469587799
26481,19112544.5076506,0,0,FALSE,0,"99999","CZE;GRL;LIE;BGR;ROU;BEL;TUR;MDA;POL;FIN;HUN;ARM;AUT;CHE;DEU;AGO;BFA;BDI;BWA;CAF;CMR;DJI;EGY;ERI;ETH;KEN;MAR;MWI;NGA;RWA;SOM;TCD;TZA;UGA;ZMB;ZWE;IRN;OMN;SYR;MEX;IDN;MNG;PAK;IND;KAZ;BRA;GTM;PRY;UZB;SWE;TKM;GUF;COG;AUS;COD;MRT;THA;HKG;VNM;MMR;JAM;ZAF;FRA;RUS;USA;SAU;CAN;PNG;VUT;JPN;ATA;MDG;VEN;CHL;BOL;ARG;PER;COL;ECU;FJI;TON;COK;MNP;SWZ;CHN;GIB;GRC;ITA;PRT;ISR;HRV;ESP;TUN;JOR;DZA;CPV;AZE;GEO;ARE;LBR;MYS;PYF;IRQ;MOZ;YEM;GBR;PRK;SHN","NA","AUS",NA,NA,NA,"no pas overlapping kba",0
28294,368779739.847836,0,0,FALSE,0,"99999","CZE;GRL;LIE;BGR;ROU;BEL;TUR;MDA;POL;FIN;HUN;ARM;AUT;CHE;DEU;AGO;BFA;BDI;BWA;CAF;CMR;DJI;EGY;ERI;ETH;KEN;MAR;MWI;NGA;RWA;SOM;TCD;TZA;UGA;ZMB;ZWE;IRN;OMN;SYR;MEX;IDN;MNG;PAK;IND;KAZ;BRA;GTM;PRY;UZB;SWE;TKM;GUF;COG;AUS;COD;MRT;THA;HKG;VNM;MMR;JAM;ZAF;FRA;RUS;USA;SAU;CAN;PNG;VUT;JPN;ATA;MDG;VEN;CHL;BOL;ARG;PER;COL;ECU;FJI;TON;COK;MNP;SWZ;CHN;GIB;GRC;ITA;PRT;ISR;HRV;ESP;TUN;JOR;DZA;CPV;AZE;GEO;ARE;LBR;MYS;PYF;IRQ;MOZ;YEM;GBR;PRK;SHN","NA","MNG",NA,NA,NA,"no pas overlapping kba",0
28295,348027845.741781,0,0,FALSE,0,"99999","CZE;GRL;LIE;BGR;ROU;BEL;TUR;MDA;POL;FIN;HUN;ARM;AUT;CHE;DEU;AGO;BFA;BDI;BWA;CAF;CMR;DJI;EGY;ERI;ETH;KEN;MAR;MWI;NGA;RWA;SOM;TCD;TZA;UGA;ZMB;ZWE;IRN;OMN;SYR;MEX;IDN;MNG;PAK;IND;KAZ;BRA;GTM;PRY;UZB;SWE;TKM;GUF;COG;AUS;COD;MRT;THA;HKG;VNM;MMR;JAM;ZAF;FRA;RUS;USA;SAU;CAN;PNG;VUT;JPN;ATA;MDG;VEN;CHL;BOL;ARG;PER;COL;ECU;FJI;TON;COK;MNP;SWZ;CHN;GIB;GRC;ITA;PRT;ISR;HRV;ESP;TUN;JOR;DZA;CPV;AZE;GEO;ARE;LBR;MYS;PYF;IRQ;MOZ;YEM;GBR;PRK;SHN","NA","MNG",NA,NA,NA,"no pas overlapping kba",0
28303,510911965.663722,506576564.838195,1998,FALSE,1,"99999","CZE;GRL;LIE;BGR;ROU;BEL;TUR;MDA;POL;FIN;HUN;ARM;AUT;CHE;DEU;AGO;BFA;BDI;BWA;CAF;CMR;DJI;EGY;ERI;ETH;KEN;MAR;MWI;NGA;RWA;SOM;TCD;TZA;UGA;ZMB;ZWE;IRN;OMN;SYR;MEX;IDN;MNG;PAK;IND;KAZ;BRA;GTM;PRY;UZB;SWE;TKM;GUF;COG;AUS;COD;MRT;THA;HKG;VNM;MMR;JAM;ZAF;FRA;RUS;USA;SAU;CAN;PNG;VUT;JPN;ATA;MDG;VEN;CHL;BOL;ARG;PER;COL;ECU;FJI;TON;COK;MNP;SWZ;CHN;GIB;GRC;ITA;PRT;ISR;HRV;ESP;TUN;JOR;DZA;CPV;AZE;GEO;ARE;LBR;MYS;PYF;IRQ;MOZ;YEM;GBR;PRK;SHN","NA","MNG",FALSE,NA,FALSE,"",0.991514387767577
28313,21168308.3983862,0,0,FALSE,0,"99999","CZE;GRL;LIE;BGR;ROU;BEL;TUR;MDA;POL;FIN;HUN;ARM;AUT;CHE;DEU;AGO;BFA;BDI;BWA;CAF;CMR;DJI;EGY;ERI;ETH;KEN;MAR;MWI;NGA;RWA;SOM;TCD;TZA;UGA;ZMB;ZWE;IRN;OMN;SYR;MEX;IDN;MNG;PAK;IND;KAZ;BRA;GTM;PRY;UZB;SWE;TKM;GUF;COG;AUS;COD;MRT;THA;HKG;VNM;MMR;JAM;ZAF;FRA;RUS;USA;SAU;CAN;PNG;VUT;JPN;ATA;MDG;VEN;CHL;BOL;ARG;PER;COL;ECU;FJI;TON;COK;MNP;SWZ;CHN;GIB;GRC;ITA;PRT;ISR;HRV;ESP;TUN;JOR;DZA;CPV;AZE;GEO;ARE;LBR;MYS;PYF;IRQ;MOZ;YEM;GBR;PRK;SHN","NA","MNG",NA,NA,NA,"no pas overlapping kba",0
28318,350071486.322512,0,0,FALSE,0,"99999","CZE;GRL;LIE;BGR;ROU;BEL;TUR;MDA;POL;FIN;HUN;ARM;AUT;CHE;DEU;AGO;BFA;BDI;BWA;CAF;CMR;DJI;EGY;ERI;ETH;KEN;MAR;MWI;NGA;RWA;SOM;TCD;TZA;UGA;ZMB;ZWE;IRN;OMN;SYR;MEX;IDN;MNG;PAK;IND;KAZ;BRA;GTM;PRY;UZB;SWE;TKM;GUF;COG;AUS;COD;MRT;THA;HKG;VNM;MMR;JAM;ZAF;FRA;RUS;USA;SAU;CAN;PNG;VUT;JPN;ATA;MDG;VEN;CHL;BOL;ARG;PER;COL;ECU;FJI;TON;COK;MNP;SWZ;CHN;GIB;GRC;ITA;PRT;ISR;HRV;ESP;TUN;JOR;DZA;CPV;AZE;GEO;ARE;LBR;MYS;PYF;IRQ;MOZ;YEM;GBR;PRK;SHN","NA","MNG",NA,NA,NA,"no pas overlapping kba",0
28321,133107736.242928,0,0,FALSE,0,"99999","CZE;GRL;LIE;BGR;ROU;BEL;TUR;MDA;POL;FIN;HUN;ARM;AUT;CHE;DEU;AGO;BFA;BDI;BWA;CAF;CMR;DJI;EGY;ERI;ETH;KEN;MAR;MWI;NGA;RWA;SOM;TCD;TZA;UGA;ZMB;ZWE;IRN;OMN;SYR;MEX;IDN;MNG;PAK;IND;KAZ;BRA;GTM;PRY;UZB;SWE;TKM;GUF;COG;AUS;COD;MRT;THA;HKG;VNM;MMR;JAM;ZAF;FRA;RUS;USA;SAU;CAN;PNG;VUT;JPN;ATA;MDG;VEN;CHL;BOL;ARG;PER;COL;ECU;FJI;TON;COK;MNP;SWZ;CHN;GIB;GRC;ITA;PRT;ISR;HRV;ESP;TUN;JOR;DZA;CPV;AZE;GEO;ARE;LBR;MYS;PYF;IRQ;MOZ;YEM;GBR;PRK;SHN","NA","MNG",NA,NA,NA,"no pas overlapping kba",0
28628,338178191.356353,1273102.18167797,1932,FALSE,1,"99999","CZE;GRL;LIE;BGR;ROU;BEL;TUR;MDA;POL;FIN;HUN;ARM;AUT;CHE;DEU;AGO;BFA;BDI;BWA;CAF;CMR;DJI;EGY;ERI;ETH;KEN;MAR;MWI;NGA;RWA;SOM;TCD;TZA;UGA;ZMB;ZWE;IRN;OMN;SYR;MEX;IDN;MNG;PAK;IND;KAZ;BRA;GTM;PRY;UZB;SWE;TKM;GUF;COG;AUS;COD;MRT;THA;HKG;VNM;MMR;JAM;ZAF;FRA;RUS;USA;SAU;CAN;PNG;VUT;JPN;ATA;MDG;VEN;CHL;BOL;ARG;PER;COL;ECU;FJI;TON;COK;MNP;SWZ;CHN;GIB;GRC;ITA;PRT;ISR;HRV;ESP;TUN;JOR;DZA;CPV;AZE;GEO;ARE;LBR;MYS;PYF;IRQ;MOZ;YEM;GBR;PRK;SHN","NA","UGA",FALSE,NA,FALSE,"",0.00376458983523409
28628,338178191.356353,331469323.102833,1968,FALSE,1,"99999","CZE;GRL;LIE;BGR;ROU;BEL;TUR;MDA;POL;FIN;HUN;ARM;AUT;CHE;DEU;AGO;BFA;BDI;BWA;CAF;CMR;DJI;EGY;ERI;ETH;KEN;MAR;MWI;NGA;RWA;SOM;TCD;TZA;UGA;ZMB;ZWE;IRN;OMN;SYR;MEX;IDN;MNG;PAK;IND;KAZ;BRA;GTM;PRY;UZB;SWE;TKM;GUF;COG;AUS;COD;MRT;THA;HKG;VNM;MMR;JAM;ZAF;FRA;RUS;USA;SAU;CAN;PNG;VUT;JPN;ATA;MDG;VEN;CHL;BOL;ARG;PER;COL;ECU;FJI;TON;COK;MNP;SWZ;CHN;GIB;GRC;ITA;PRT;ISR;HRV;ESP;TUN;JOR;DZA;CPV;AZE;GEO;ARE;LBR;MYS;PYF;IRQ;MOZ;YEM;GBR;PRK;SHN","NA","UGA",FALSE,NA,FALSE,"",0.980161735957566
