"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","mountain","terrestrial","marine","freshwater","original_area","kba_note","error_note","percPA"
14565,263638524.801321,0,0,FALSE,0,"12386","ECU","Cordillera Cutucú Oriental","ECU",NA,NA,0,1,0,0,8705692366.55741,NA,"no overlaps btwn PAs and kbas in this range",0
19128,526556620.967206,526556620.967206,1978,FALSE,1,"18773","ECU","Isla Isabella","ECU",TRUE,"18773",0,1,1,0,7550440734.15932,NA,"",1
19128,372202302.466581,372202302.466581,1978,FALSE,1,"18775","ECU","Isla Fernandina","ECU",TRUE,"18775",0,1,1,0,7550440734.15932,NA,"",1
10147,40020379.8070537,0,0,FALSE,0,"17735","MEX","Meseta y Canadas del Sur","MEX",NA,NA,0,1,1,1,728984179.32308,NA,"no pas overlapping this kba",0
10047,2679476.7092182,2679476.7092182,1995,FALSE,1,"17735","MEX","Meseta y Canadas del Sur","MEX",TRUE,"17735",0,1,1,1,5039199141.22986,NA,"",1
30332,1641955.54342742,0,0,FALSE,0,"15602","VEN","Península de Araya","VEN",NA,NA,0,0,1,1,592721803.702943,NA,"no overlaps btwn PAs and kbas in this range",0
24535,2816566.63816836,0,0,FALSE,0,"18840","FSM","Kosrae","FSM",NA,NA,0,1,0,0,6092450.3410851,"clipped by: 23675 ;","no overlaps btwn PAs and kbas in this range",0
24534,17570.1084242384,0,0,FALSE,0,"18840","FSM","Kosrae","FSM",NA,NA,0,1,0,0,696703.93747441,"clipped by: 23675 ; clipped by: 23712 ;","no overlaps btwn PAs and kbas in this range",0
23712,1619906.57165583,0,0,FALSE,0,"18840","FSM","Kosrae","FSM",NA,NA,0,1,1,1,7228696.58756959,NA,"no overlaps btwn PAs and kbas in this range",0
23709,350017.143458397,0,0,FALSE,0,"18840","FSM","Kosrae","FSM",NA,NA,0,1,1,1,22602093.1817959,NA,"no overlaps btwn PAs and kbas in this range",0
23714,3314534.75029296,0,0,FALSE,0,"18840","FSM","Kosrae","FSM",NA,NA,0,1,1,1,5846409.07686596,"clipped by: 24535 ;","no overlaps btwn PAs and kbas in this range",0
3619,20425326.4744593,0,0,FALSE,0,"14868","MNE","Sinjajevina","MNE",NA,NA,0,1,0,0,202633984.798674,NA,"no overlaps btwn PAs and kbas in this range",0
3619,182208658.309301,56685038.6154147,1952,FALSE,1,"14871","MNE","Bjelasica Mountains","MNE",TRUE,"14871",0,1,0,0,202633984.798674,NA,"",0.311099588468466
18087,299185.090123624,299177.194858767,1985,FALSE,1,"14774","IND","Mikir Hills","IND",FALSE,"14774",0,1,0,1,432198431.791246,NA,"",0.999973610767658
10058,3865043.25008107,2566931.24800429,2009,FALSE,1,"19763","MEX","Sierra El Tigre (Mexico)","MEX",TRUE,"19763",0,1,0,1,1027705493.6081,NA,"",0.664140368403496
10058,28870389.2832824,3767349.31999706,2009,FALSE,1,"19764","MEX","Sierra de San Juan Cosala","MEX",TRUE,"19764",0,1,0,1,1027705493.6081,NA,"",0.130491808857547
26768,55392107.4197161,0,0,FALSE,0,"18854","IDN","Rote Island","IDN",NA,NA,0,1,0,0,1221136880.84645,NA,"no overlaps btwn PAs and kbas in this range",0
45348,3484058.62570458,882551.052547662,1997,FALSE,1,"19344","MDG","Tsaratanana Range (nn)","MDG",FALSE,"19344",0,0,1,0,4230336217.10885,NA,"",0.253311194604019
45348,3484058.62570458,366.871583276209,2007,FALSE,1,"19344","MDG","Tsaratanana Range (nn)","MDG",FALSE,"19344",0,0,1,0,4230336217.10885,NA,"",0.000105300060271522
22451,56243383.6558306,52996820.7671595,1997,FALSE,1,"19344","MDG","Tsaratanana Range (nn)","MDG",FALSE,"19344",0,1,0,0,677363032.948689,NA,"",0.94227653676497
22451,56243383.6558306,0,2007,FALSE,1,"19344","MDG","Tsaratanana Range (nn)","MDG",FALSE,"19344",0,1,0,0,677363032.948689,NA,"",0
22428,1196055.96657951,0,0,FALSE,0,"19344","MDG","Tsaratanana Range (nn)","MDG",NA,NA,0,1,1,0,1626109367.23119,NA,"no pas overlapping this kba",0
22444,4052561.44158456,0,0,FALSE,0,"19344","MDG","Tsaratanana Range (nn)","MDG",NA,NA,0,1,0,0,14540324.1598655,NA,"no pas overlapping this kba",0
579,98457.2880498869,98455.6586980258,1995,TRUE,1,"19007","IRL","Maumturks","IRL",TRUE,"19007",0,1,1,0,492105933.409314,NA,"",0.999983451180777
580,1090571.06305364,933562.540399013,1996,FALSE,2,"19007","IRL","Maumturks","IRL",TRUE,"19007",0,1,1,0,178386416.92202,NA,"",0.856030910800993
580,1090571.06305364,26263.6596855077,2011,FALSE,1,"19007","IRL","Maumturks","IRL",TRUE,"19007",0,1,1,0,178386416.92202,NA,"",0.0240824835494613
580,1090571.06305364,99412.2986102631,2017,FALSE,1,"19007","IRL","Maumturks","IRL",TRUE,"19007",0,1,1,0,178386416.92202,NA,"",0.0911561859452837
579,1340916.81310105,1340619.81767271,2017,TRUE,1,"19011","IRL","Twelve Bens","IRL",TRUE,"19011",0,1,1,0,492105933.409314,NA,"",0.999778513159479
6580,13472704.8728644,0,0,FALSE,0,"11743","MDG","Plateau du Bemaraha","MDG",NA,NA,0,1,1,1,2825570745.61463,NA,"no overlaps btwn PAs and kbas in this range",0
2441,514163.181630008,339334.045701422,1986,FALSE,1,"18990","GBR;IRL","Cooley Mountains","GBR",TRUE,"18990",0,1,1,0,13545845.0983031,"clipped by: 633 ;","",0.659973443889272
2441,514163.181630008,57929.906537693,1991,FALSE,1,"18990","GBR;IRL","Cooley Mountains","GBR",TRUE,"18990",0,1,1,0,13545845.0983031,"clipped by: 633 ;","",0.112668329058574
2441,514163.181630008,602.087719231613,1996,FALSE,1,"18990","GBR;IRL","Cooley Mountains","GBR",TRUE,"18990",0,1,1,0,13545845.0983031,"clipped by: 633 ;","",0.00117100512199817
2441,514163.181630008,8805.83584228065,2018,FALSE,1,"18990","GBR;IRL","Cooley Mountains","GBR",TRUE,"18990",0,1,1,0,13545845.0983031,"clipped by: 633 ;","",0.0171265391161698
633,2116578.87036771,23.2405663356185,1986,FALSE,1,"18990","GBR;IRL","Cooley Mountains","IRL",TRUE,"18990",0,1,1,0,49738130.7874304,NA,"",1.09802505642424e-05
633,2116578.87036771,1.01170171692864e-05,1996,FALSE,1,"18990","GBR;IRL","Cooley Mountains","IRL",TRUE,"18990",0,1,1,0,49738130.7874304,NA,"",4.77989141388756e-12
633,2116578.87036771,495359.039030782,2018,FALSE,1,"18990","GBR;IRL","Cooley Mountains","IRL",TRUE,"18990",0,1,1,0,49738130.7874304,NA,"",0.234037599999628
2441,157302.054844058,155295.311587189,1986,FALSE,1,"18996","GBR;IRL","Mourne Mountains","GBR",TRUE,"18996",0,1,1,0,13545845.0983031,"clipped by: 633 ;","",0.987242739715904
633,1062722.45247319,681538.488344055,1986,FALSE,1,"18996","GBR;IRL","Mourne Mountains","IRL",TRUE,"18996",0,1,1,0,49738130.7874304,NA,"",0.641313719078732
633,1062722.45247319,1383.00194155865,1996,FALSE,1,"18996","GBR;IRL","Mourne Mountains","IRL",TRUE,"18996",0,1,1,0,49738130.7874304,NA,"",0.00130137642085203
633,1062722.45247319,7097.7107580529,1998,FALSE,2,"18996","GBR;IRL","Mourne Mountains","IRL",TRUE,"18996",0,1,1,0,49738130.7874304,NA,"",0.00667880003996805
633,1062722.45247319,1.21134675057626e-06,2011,FALSE,1,"18996","GBR;IRL","Mourne Mountains","IRL",TRUE,"18996",0,1,1,0,49738130.7874304,NA,"",1.13985241184769e-12
633,1062722.45247319,40126.4146901369,2016,FALSE,1,"18996","GBR;IRL","Mourne Mountains","IRL",TRUE,"18996",0,1,1,0,49738130.7874304,NA,"",0.0377581320473222
633,1062722.45247319,0.609189643668287,2017,FALSE,1,"18996","GBR;IRL","Mourne Mountains","IRL",TRUE,"18996",0,1,1,0,49738130.7874304,NA,"",5.73234942247213e-07
2703,1612790.57989811,11798.340388753,2006,FALSE,1,"19020","GBR","Isle of Man","GBR",FALSE,"19020",0,1,1,0,18334933.1380728,NA,"",0.00731548195767512
2703,1612790.57989811,46408.0640492343,2009,FALSE,1,"19020","GBR","Isle of Man","GBR",FALSE,"19020",0,1,1,0,18334933.1380728,NA,"",0.0287750093705075
2703,1612790.57989811,29811.8322368898,2011,FALSE,1,"19020","GBR","Isle of Man","GBR",FALSE,"19020",0,1,1,0,18334933.1380728,NA,"",0.0184846269617803
2703,1612790.57989811,48.729947655556,2012,FALSE,1,"19020","GBR","Isle of Man","GBR",FALSE,"19020",0,1,1,0,18334933.1380728,NA,"",3.02146777535337e-05
2703,1612790.57989811,163033.677418607,2018,FALSE,4,"19020","GBR","Isle of Man","GBR",FALSE,"19020",0,1,1,0,18334933.1380728,NA,"",0.101087940028089
20820,901014.793523625,102827.134170251,1980,FALSE,1,"19468","GBR","Grampian Mountains (UK) (nn)","GBR",FALSE,"19468",0,1,0,0,1123449.11617403,NA,"",0.114123691319342
20820,901014.793523625,791798.954419148,2000,FALSE,1,"19468","GBR","Grampian Mountains (UK) (nn)","GBR",FALSE,"19468",0,1,0,0,1123449.11617403,NA,"",0.878785742598783
2612,1249316.28590191,312918.714987893,1969,FALSE,1,"19468","GBR","Grampian Mountains (UK) (nn)","GBR",FALSE,"19468",0,1,0,1,7792786.82876221,NA,"",0.25047197296559
2612,1249316.28590191,243333.62157177,1972,FALSE,1,"19468","GBR","Grampian Mountains (UK) (nn)","GBR",FALSE,"19468",0,1,0,1,7792786.82876221,NA,"",0.19477343273093
2612,1249316.28590191,655042.237303969,1980,FALSE,1,"19468","GBR","Grampian Mountains (UK) (nn)","GBR",FALSE,"19468",0,1,0,1,7792786.82876221,NA,"",0.524320578140132
2612,1249316.28590191,0,1984,FALSE,1,"19468","GBR","Grampian Mountains (UK) (nn)","GBR",FALSE,"19468",0,1,0,1,7792786.82876221,NA,"",0
2612,1249316.28590191,36171.2504529218,1985,FALSE,1,"19468","GBR","Grampian Mountains (UK) (nn)","GBR",FALSE,"19468",0,1,0,1,7792786.82876221,NA,"",0.0289528367324605
2511,185675.904666822,184711.698674289,1955,FALSE,1,"19468","GBR","Grampian Mountains (UK) (nn)","GBR",FALSE,"19468",0,1,0,0,5105303.92114641,NA,"",0.994807048366009
2475,623541.642714701,622756.452372408,1993,FALSE,1,"19468","GBR","Grampian Mountains (UK) (nn)","GBR",FALSE,"19468",0,1,0,1,13414066.0719465,NA,"",0.998740757170806
20813,895874.437485845,895874.437485845,1951,FALSE,1,"19018","GBR","Snowdonia","GBR",FALSE,"19018",0,1,0,0,895874.437436282,NA,"",1
2623,183198.857495767,182240.280402133,1971,FALSE,1,"19018","GBR","Snowdonia","GBR",FALSE,"19018",0,1,1,0,27047542.1317909,NA,"",0.994767559652185
2450,185033.578192278,120540.299966138,1951,FALSE,1,"19018","GBR","Snowdonia","GBR",FALSE,"19018",0,1,1,0,20662344.750809,NA,"",0.651450948221293
2450,185033.578192278,64487.0482928258,1954,FALSE,1,"19018","GBR","Snowdonia","GBR",FALSE,"19018",0,1,1,0,20662344.750809,NA,"",0.348515382574583
20803,17991216.6870144,17973584.674561,1971,FALSE,1,"11678","GBR","Northwest Highlands (Scotland)","GBR",FALSE,"11678",0,1,0,0,22896838.398436,"clipped by: 20802 ;","",0.999019965533175
20801,10549304.5548271,10133327.2592837,2005,FALSE,1,"11678","GBR","Northwest Highlands (Scotland)","GBR",FALSE,"11678",0,1,0,0,10549304.5548729,NA,"",0.960568273161372
20784,2082465.01122259,2078070.3781732,1989,FALSE,1,"11678","GBR","Northwest Highlands (Scotland)","GBR",FALSE,"11678",0,1,0,0,2082465.0112614,NA,"",0.997889696573192
2554,895945.275361356,731670.112594446,1964,FALSE,1,"11678","GBR","Northwest Highlands (Scotland)","GBR",FALSE,"11678",0,1,0,0,1232379.95884335,NA,"",0.816645985771113
2554,895945.275361356,160918.491153132,1996,FALSE,1,"11678","GBR","Northwest Highlands (Scotland)","GBR",FALSE,"11678",0,1,0,0,1232379.95884335,NA,"",0.179607500121288
2523,6874025.99319758,86.8505446352065,1963,FALSE,1,"11678","GBR","Northwest Highlands (Scotland)","GBR",FALSE,"11678",0,1,0,1,8143563.90222138,"clipped by: 20817 ;","",1.26345964826366e-05
2523,6874025.99319758,2506073.9403345,1975,FALSE,1,"11678","GBR","Northwest Highlands (Scotland)","GBR",FALSE,"11678",0,1,0,1,8143563.90222138,"clipped by: 20817 ;","",0.364571496065693
2523,6874025.99319758,44464.7865975214,1980,FALSE,1,"11678","GBR","Northwest Highlands (Scotland)","GBR",FALSE,"11678",0,1,0,1,8143563.90222138,"clipped by: 20817 ;","",0.0064685217427928
2523,6874025.99319758,1804.25059683367,2010,FALSE,1,"11678","GBR","Northwest Highlands (Scotland)","GBR",FALSE,"11678",0,1,0,1,8143563.90222138,"clipped by: 20817 ;","",0.000262473636064095
2521,4338990.3179789,226674.800257245,1980,FALSE,1,"11678","GBR","Northwest Highlands (Scotland)","GBR",FALSE,"11678",0,1,0,1,38692436.8067938,NA,"",0.0522413703755002
2521,4338990.3179789,11189.738994098,2010,FALSE,1,"11678","GBR","Northwest Highlands (Scotland)","GBR",FALSE,"11678",0,1,0,1,38692436.8067938,NA,"",0.00257888083956597
2512,31716281.407168,79054.6166553813,1951,FALSE,1,"11678","GBR","Northwest Highlands (Scotland)","GBR",FALSE,"11678",0,1,0,1,31726881.1722223,NA,"",0.00249255628806202
2512,31716281.407168,1526.03155961844,1974,FALSE,1,"11678","GBR","Northwest Highlands (Scotland)","GBR",FALSE,"11678",0,1,0,1,31726881.1722223,NA,"",4.81150844901242e-05
2512,31716281.407168,2649334.03279552,1977,FALSE,1,"11678","GBR","Northwest Highlands (Scotland)","GBR",FALSE,"11678",0,1,0,1,31726881.1722223,NA,"",0.0835323031342748
2512,31716281.407168,28986366.7265835,1980,FALSE,1,"11678","GBR","Northwest Highlands (Scotland)","GBR",FALSE,"11678",0,1,0,1,31726881.1722223,NA,"",0.913927025506604
2498,7197725.78282118,6524431.64808189,1971,FALSE,1,"11678","GBR","Northwest Highlands (Scotland)","GBR",FALSE,"11678",0,1,0,0,19861557.1526516,NA,"",0.906457379031271
2498,7197725.78282118,378697.524997694,1980,FALSE,1,"11678","GBR","Northwest Highlands (Scotland)","GBR",FALSE,"11678",0,1,0,0,19861557.1526516,NA,"",0.0526134971551059
2498,7197725.78282118,3.5510030136155e-05,1998,FALSE,1,"11678","GBR","Northwest Highlands (Scotland)","GBR",FALSE,"11678",0,1,0,0,19861557.1526516,NA,"",4.93350694477786e-12
2498,7197725.78282118,291538.328385198,1999,FALSE,1,"11678","GBR","Northwest Highlands (Scotland)","GBR",FALSE,"11678",0,1,0,0,19861557.1526516,NA,"",0.0405042283051422
2440,1343083.10510106,1308025.08824056,1974,FALSE,1,"11678","GBR","Northwest Highlands (Scotland)","GBR",FALSE,"11678",0,1,1,0,10192275.7106139,NA,"",0.973897358452838
2440,1343083.10510106,2206.0624508761,1996,FALSE,1,"11678","GBR","Northwest Highlands (Scotland)","GBR",FALSE,"11678",0,1,1,0,10192275.7106139,NA,"",0.00164253607427375
2440,1343083.10510106,8.33513309737161e-07,2004,FALSE,1,"11678","GBR","Northwest Highlands (Scotland)","GBR",FALSE,"11678",0,1,1,0,10192275.7106139,NA,"",6.2059697316678e-13
2420,5607947.32235777,5607947.32235777,1980,FALSE,1,"11678","GBR","Northwest Highlands (Scotland)","GBR",FALSE,"11678",0,1,1,0,11562643.7297854,NA,"",1
2685,327589.311560124,327589.311560124,1980,FALSE,1,"18972","GBR","Orkney","GBR",FALSE,"18972",0,1,1,0,252511688.617407,NA,"",1
2680,113181012.102433,61778530.7169704,1980,FALSE,1,"18973","GBR","Outer Hebrides","GBR",FALSE,"18973",0,1,0,0,166688402.705742,NA,"",0.545838295394094
2680,113181012.102433,0.00986563186406123,2017,FALSE,2,"18973","GBR","Outer Hebrides","GBR",FALSE,"18973",0,1,0,0,166688402.705742,NA,"",8.7166846106063e-11
2597,1528728.91803367,1528728.91803367,1958,FALSE,1,"18973","GBR","Outer Hebrides","GBR",FALSE,"18973",0,1,1,0,165152041.889437,NA,"",1
2506,2565162.67339334,2565162.67339334,1980,FALSE,1,"18973","GBR","Outer Hebrides","GBR",FALSE,"18973",0,1,0,1,589267349.258848,NA,"",1
2627,1087423.04900885,128869.973034232,1956,FALSE,1,"21037","GBR","Moorfoot Hills","GBR",FALSE,"21037",0,1,1,0,456730843.572356,NA,"",0.118509510306676
2627,1087423.04900885,0,1957,FALSE,1,"21037","GBR","Moorfoot Hills","GBR",FALSE,"21037",0,1,1,0,456730843.572356,NA,"",0
2627,1087423.04900885,2.63780315969525e-05,1974,FALSE,1,"21037","GBR","Moorfoot Hills","GBR",FALSE,"21037",0,1,1,0,456730843.572356,NA,"",2.42573776792712e-11
2627,1087423.04900885,471180.614322732,1980,FALSE,2,"21037","GBR","Moorfoot Hills","GBR",FALSE,"21037",0,1,1,0,456730843.572356,NA,"",0.433300190530443
2627,1087423.04900885,1.21775546853781e-05,1986,FALSE,1,"21037","GBR","Moorfoot Hills","GBR",FALSE,"21037",0,1,1,0,456730843.572356,NA,"",1.11985438385525e-11
2627,1087423.04900885,5.39851414607792e-08,1992,FALSE,1,"21037","GBR","Moorfoot Hills","GBR",FALSE,"21037",0,1,1,0,456730843.572356,NA,"",4.9645022247767e-14
2627,1087423.04900885,8.80045117810369e-05,2004,FALSE,1,"21037","GBR","Moorfoot Hills","GBR",FALSE,"21037",0,1,1,0,456730843.572356,NA,"",8.09294155216313e-11
2627,1087423.04900885,0,2005,FALSE,1,"21037","GBR","Moorfoot Hills","GBR",FALSE,"21037",0,1,1,0,456730843.572356,NA,"",0
2627,1087423.04900885,0.0561882163434337,2011,FALSE,1,"21037","GBR","Moorfoot Hills","GBR",FALSE,"21037",0,1,1,0,456730843.572356,NA,"",5.1670981587752e-08
2558,30720994.5878602,29817826.7520778,1961,FALSE,1,"18971","GBR","Shetlands","GBR",FALSE,"18971",0,1,1,0,75866108.1355163,NA,"",0.970600957166298
2558,30720994.5878602,46580.0762197018,1997,FALSE,2,"18971","GBR","Shetlands","GBR",FALSE,"18971",0,1,1,0,75866108.1355163,NA,"",0.00151622943347376
2558,30720994.5878602,0.000670860607528545,2004,FALSE,1,"18971","GBR","Shetlands","GBR",FALSE,"18971",0,1,1,0,75866108.1355163,NA,"",2.18372034020553e-11
10113,40621751.1142448,39493842.3325892,2000,FALSE,2,"15353","MEX","Sierra de la Giganta","MEX",FALSE,"15353",0,1,1,0,1754371732.78138,NA,"",0.972233870999715
10113,40621751.1142448,1227.05265861237,2004,FALSE,1,"15353","MEX","Sierra de la Giganta","MEX",FALSE,"15353",0,1,1,0,1754371732.78138,NA,"",3.02067888496831e-05
10113,40621751.1142448,0.000169832702269944,2005,FALSE,1,"15353","MEX","Sierra de la Giganta","MEX",FALSE,"15353",0,1,1,0,1754371732.78138,NA,"",4.18083163850581e-12
10109,128358316.445062,123000754.534285,2000,FALSE,1,"15353","MEX","Sierra de la Giganta","MEX",FALSE,"15353",0,1,1,0,780672732.66364,NA,"",0.958260889834355
10109,128358316.445062,348139.501863844,2005,FALSE,1,"15353","MEX","Sierra de la Giganta","MEX",FALSE,"15353",0,1,1,0,780672732.66364,NA,"",0.00271224733625148
10142,755924.665884594,755924.665884594,2008,FALSE,1,"15353","MEX","Sierra de la Giganta","MEX",FALSE,"15353",0,1,0,1,8740929.43043671,NA,"",1
6838,83700545.8700433,0,0,FALSE,0,"14510","SLE","Kambui Hills","SLE",NA,NA,0,1,0,0,234456554.433276,NA,"no overlaps btwn PAs and kbas in this range",0
46876,131694.806169559,0,0,FALSE,0,"12187","IND","Lushai Hills","IND",NA,NA,0,1,0,0,766713266.627109,"clipped by: 18082 ;","no overlaps btwn PAs and kbas in this range",0
24932,24489638.3084471,0,0,FALSE,0,"12187","IND","Lushai Hills","IND",NA,NA,0,1,0,0,38396781.318973,NA,"no overlaps btwn PAs and kbas in this range",0
46876,30308412.0703505,0,0,FALSE,0,"18358","IND","Jampui Hills","IND",NA,NA,0,1,0,0,766713266.627109,"clipped by: 18082 ;","no overlaps btwn PAs and kbas in this range",0
10218,16709021.7142618,11069953.5261517,2000,FALSE,2,"15357","MEX","Central Baja California Highlands*","MEX",FALSE,"15357",0,1,1,0,219799577.738107,NA,"",0.662513563957069
10218,16709021.7142618,5639013.6518942,2005,FALSE,2,"15357","MEX","Central Baja California Highlands*","MEX",FALSE,"15357",0,1,1,0,219799577.738107,NA,"",0.337483172164476
