SitRecID,COUNTRY,ISO,percPA,terrestrial,Freshwater,marine,mountain,PA Coverage
365,Portugal,PRT,95.87498528,1,0,0,0,partial
366,Portugal,PRT,99.71235474,1,0,0,0,complete
367,Portugal,PRT,93.71492406,1,1,0,0,partial
368,Portugal,PRT,98.34132173,1,1,0,0,complete
369,Portugal,PRT,100,1,0,1,0,complete
370,Portugal,PRT,98.04435032,1,0,1,0,complete
371,Portugal,PRT,99.47755671,1,0,1,0,complete
372,Portugal,PRT,100,1,0,1,0,complete
373,Portugal,PRT,98.94068795,1,1,0,0,complete
374,Portugal,PRT,98.17582436,1,0,1,0,complete
375,Portugal,PRT,98.15872365,1,1,1,0,complete
376,Portugal,PRT,100,1,0,1,0,complete
377,Portugal,PRT,96.28594997,1,0,1,0,partial
378,Portugal,PRT,98.65771153,1,0,1,0,complete
379,Portugal,PRT,97.98269154,1,0,0,0,partial
380,Portugal,PRT,91.73113122,1,1,0,0,partial
381,Portugal,PRT,95.75394076,1,0,0,0,partial
382,Portugal,PRT,94.02750674,1,1,0,1,partial
383,Portugal,PRT,0,1,0,0,0,none
384,Portugal,PRT,27.17720497,1,1,0,0,partial
386,Portugal,PRT,0,1,1,0,1,none
387,Portugal,PRT,99.22604903,1,1,0,0,complete
388,Portugal,PRT,98.05009009,1,0,0,0,complete
389,Portugal,PRT,97.73105513,1,0,0,0,partial
390,Portugal,PRT,95.38668052,1,1,0,1,partial
391,Portugal,PRT,96.03669842,1,0,0,1,partial
393,Portugal,PRT,98.5268821,1,0,0,1,complete
394,Bulgaria,BGR,99.7626513,1,1,0,0,complete
395,Bulgaria,BGR,99.86024601,1,1,0,0,complete
396,Bulgaria,BGR,80.56529516,1,1,0,0,partial
397,Bulgaria,BGR,99.58747151,1,0,1,0,complete
398,Bulgaria,BGR,99.3001114,1,0,1,0,complete
399,Bulgaria,BGR,99.51236542,1,0,1,0,complete
400,Bulgaria,BGR,99.74571472,1,1,0,0,complete
401,Bulgaria,BGR,99.98845365,1,0,1,0,complete
402,Bulgaria,BGR,99.84348887,1,0,1,0,complete
403,Bulgaria,BGR,99.33590403,1,1,0,0,complete
404,Bulgaria,BGR,99.94413649,1,1,0,0,complete
405,Bulgaria,BGR,99.86624998,1,1,0,1,complete
406,Bulgaria,BGR,93.54353997,1,0,0,0,partial
407,Bulgaria,BGR,99.92154902,1,0,1,0,complete
408,Bulgaria,BGR,99.95362023,1,0,1,1,complete
409,Bulgaria,BGR,66.0035022,1,0,0,1,partial
410,Bulgaria,BGR,99.67911119,1,0,1,0,complete
411,Bulgaria,BGR,99.9847362,1,1,0,0,complete
412,Bulgaria,BGR,99.89460414,1,1,0,1,complete
413,Bulgaria,BGR,99.92918682,1,0,0,1,complete
414,Bulgaria,BGR,99.93579334,1,0,0,1,complete
415,Bulgaria,BGR,99.85469236,1,0,0,1,complete
416,Bulgaria,BGR,99.90233147,1,0,0,1,complete
417,Bulgaria,BGR,99.64423661,1,1,0,0,complete
418,Bulgaria,BGR,99.99999989,1,1,0,0,complete
419,Bulgaria,BGR,100,1,1,0,0,complete
420,Bulgaria,BGR,99.94284273,1,0,0,0,complete
421,Bulgaria,BGR,98.63873427,1,0,0,0,complete
422,Bulgaria,BGR,99.75940867,1,1,0,0,complete
423,Bulgaria,BGR,99.70210773,1,0,0,1,complete
424,Bulgaria,BGR,99.93221328,1,0,0,1,complete
425,Bulgaria,BGR,99.84265985,1,0,0,1,complete
426,Bulgaria,BGR,97.97617133,1,1,0,0,partial
427,Bulgaria,BGR,99.30554785,1,1,0,0,complete
428,Bulgaria,BGR,94.19323358,1,1,0,0,partial
429,Bulgaria,BGR,99.86646788,1,0,0,0,complete
430,Bulgaria,BGR,99.97780006,1,0,0,1,complete
431,Bulgaria,BGR,99.56007021,1,1,0,0,complete
432,Bulgaria,BGR,98.13031755,1,1,0,0,complete
433,Bulgaria,BGR,99.80587355,1,1,0,0,complete
434,Bulgaria,BGR,98.83415434,1,0,1,1,complete
435,Bulgaria,BGR,98.54763378,1,0,1,0,complete
436,Bulgaria,BGR,99.95696693,1,0,0,1,complete
437,Bulgaria,BGR,99.92413068,1,1,0,1,complete
438,Bulgaria,BGR,99.68767861,1,0,1,0,complete
439,Bulgaria,BGR,98.90777716,1,0,0,0,complete
440,Bulgaria,BGR,99.91480647,1,0,0,0,complete
441,Bulgaria,BGR,100,1,0,1,0,complete
442,Bulgaria,BGR,99.92852157,1,0,0,1,complete
443,Bulgaria,BGR,99.93562499,1,0,0,1,complete
445,Romania,ROU,45.81579122,1,0,1,0,partial
446,Romania,ROU,91.48842509,1,0,1,0,partial
447,Romania,ROU,95.33377381,1,0,1,0,partial
448,Romania,ROU,88.48760628,1,0,0,0,partial
449,Romania,ROU,20.81038093,1,1,0,0,partial
450,Romania,ROU,98.06903549,1,0,0,1,complete
451,Romania,ROU,95.41938135,1,0,0,1,partial
452,Romania,ROU,84.34498015,1,0,0,1,partial
453,Romania,ROU,75.07807157,1,1,0,0,partial
454,Romania,ROU,56.924299,1,1,0,0,partial
455,Romania,ROU,48.31944304,1,1,0,0,partial
456,Romania,ROU,99.14272658,1,0,0,1,complete
458,Romania,ROU,65.03575015,1,1,0,0,partial
459,Romania,ROU,99.72292929,1,0,0,1,complete
461,Romania,ROU,64.74322582,1,1,0,0,partial
462,Romania,ROU,95.11180333,1,1,0,0,partial
463,Romania,ROU,21.89980308,1,1,0,0,partial
464,Romania,ROU,86.96194685,1,1,0,0,partial
465,Romania,ROU,99.39683767,1,0,0,1,complete
466,Romania,ROU,98.73188613,1,1,0,0,complete
468,Romania,ROU,89.31674933,1,1,0,0,partial
469,Romania,ROU,30.7522124,1,1,0,0,partial
470,Romania,ROU,36.54146565,1,1,0,0,partial
471,Romania,ROU,28.70935597,1,1,0,0,partial
473,Romania,ROU,7.080239754,1,1,0,0,partial
477,Romania,ROU,80.77544201,1,0,0,1,partial
479,Romania,ROU,35.26394255,1,0,0,1,partial
480,Romania,ROU,6.665118241,1,1,0,1,partial
481,Romania,ROU,94.1635887,1,1,0,0,partial
484,Iceland,ISL,0,1,0,1,0,none
486,Iceland,ISL,23.61434767,1,1,0,1,partial
487,Iceland,ISL,49.97243475,1,1,0,1,partial
488,Iceland,ISL,17.86646402,1,0,1,0,partial
491,Iceland,ISL,2.060546235,1,0,1,0,partial
492,Iceland,ISL,38.7422073,1,1,0,0,partial
493,Iceland,ISL,0,1,1,0,0,none
494,Iceland,ISL,0,1,0,1,0,none
495,Iceland,ISL,17.92111554,1,0,1,0,partial
496,Iceland,ISL,0,1,0,1,0,none
497,Iceland,ISL,54.6388039,1,0,1,0,partial
498,Iceland,ISL,99.95925955,1,0,1,0,complete
500,Iceland,ISL,0,1,0,1,0,none
501,Iceland,ISL,18.66802994,1,0,1,0,partial
502,Iceland,ISL,0,1,0,1,0,none
503,Iceland,ISL,67.5621947,1,0,1,0,partial
505,Iceland,ISL,16.32815299,1,0,1,0,partial
507,Iceland,ISL,0.172940264,1,0,1,0,none
509,Iceland,ISL,86.60948122,1,0,1,0,partial
510,Iceland,ISL,0,1,0,1,1,none
511,Iceland,ISL,23.70818608,1,0,1,1,partial
513,Iceland,ISL,0,1,1,0,1,none
514,Iceland,ISL,7.322022673,1,0,1,0,partial
517,Iceland,ISL,0.000551251,1,0,1,0,none
518,Iceland,ISL,0,1,0,1,0,none
519,Iceland,ISL,0,1,0,1,0,none
520,Iceland,ISL,0,1,0,1,0,none
521,Iceland,ISL,38.02277088,1,0,1,0,partial
522,Iceland,ISL,0,1,0,1,0,none
523,Iceland,ISL,47.76142074,1,1,0,0,partial
524,Iceland,ISL,87.91854852,1,1,0,1,partial
525,Iceland,ISL,0,1,0,1,0,none
526,Iceland,ISL,0,1,0,1,0,none
527,Iceland,ISL,0,1,0,1,0,none
528,Iceland,ISL,88.80860709,1,0,1,0,partial
529,Iceland,ISL,0,1,0,1,0,none
530,Iceland,ISL,0,1,0,1,0,none
531,Iceland,ISL,0,1,1,0,0,none
533,Iceland,ISL,0,1,0,1,0,none
534,Iceland,ISL,0,1,0,1,0,none
535,Iceland,ISL,0,1,0,1,0,none
536,Iceland,ISL,0.063792836,1,0,1,0,none
537,Iceland,ISL,0,1,0,1,0,none
538,Iceland,ISL,0,1,0,1,0,none
539,Iceland,ISL,0,1,0,1,0,none
540,Iceland,ISL,74.66828706,1,1,0,1,partial
541,Iceland,ISL,0.079931741,1,0,1,0,none
542,Iceland,ISL,53.35585543,1,0,1,0,partial
544,Ireland,IRL,100,1,0,1,0,complete
545,Ireland,IRL,91.72230282,1,0,1,0,partial
546,Ireland,IRL,9.29848915,1,0,1,0,partial
547,Ireland,IRL,92.94137973,1,0,1,0,partial
548,Ireland,IRL,98.60577839,1,0,1,0,complete
549,Ireland,IRL,99.96131527,1,0,1,0,complete
550,Ireland,IRL,97.60242088,1,0,1,0,partial
551,Ireland,IRL,99.31470869,1,0,1,0,complete
552,Ireland,IRL,99.68891699,1,0,1,0,complete
555,Ireland,IRL,99.64308198,1,0,1,0,complete
556,Ireland,IRL,99.47739189,1,0,1,0,complete
557,Ireland,IRL,99.96443309,1,0,1,0,complete
559,Ireland,IRL,89.82696631,1,0,1,0,partial
560,Ireland,IRL,80.86010698,1,0,1,0,partial
561,Ireland,IRL,98.39228457,1,0,1,0,complete
562,Ireland,IRL,99.01265365,1,0,1,0,complete
565,Ireland,IRL,92.68233993,1,0,1,0,partial
567,Ireland,IRL,98.02826098,1,0,1,0,complete
568,Ireland,IRL,99.72446327,1,0,1,0,complete
570,Ireland,IRL,83.21240581,1,0,1,0,partial
571,Ireland,IRL,99.89231607,1,0,1,0,complete
572,Ireland,IRL,99.85771751,1,0,1,0,complete
573,Ireland,IRL,99.79814421,1,0,1,0,complete
574,Ireland,IRL,71.40061369,1,0,1,0,partial
576,Ireland,IRL,99.07500494,1,0,1,0,complete
578,Ireland,IRL,41.30527129,1,0,1,0,partial
579,Ireland,IRL,100,1,0,1,0,complete
580,Ireland,IRL,99.02903706,1,0,1,0,complete
581,Ireland,IRL,98.41154891,1,0,1,0,complete
582,Ireland,IRL,99.30795863,1,0,1,0,complete
583,Ireland,IRL,86.63267464,1,0,1,0,partial
584,Ireland,IRL,99.95568791,1,0,1,0,complete
588,Ireland,IRL,94.86348603,1,0,1,0,partial
589,Ireland,IRL,98.80402042,1,0,1,0,complete
590,Ireland,IRL,99.99981284,1,0,1,0,complete
591,Ireland,IRL,93.78104632,1,0,1,0,partial
592,Ireland,IRL,8.982961826,1,0,1,0,partial
593,Ireland,IRL,99.91956029,1,0,1,0,complete
594,Ireland,IRL,100,1,0,1,0,complete
595,Ireland,IRL,100,1,0,1,0,complete
596,Ireland,IRL,89.61348214,1,0,1,0,partial
599,Ireland,IRL,68.57490342,1,0,1,0,partial
601,Ireland,IRL,92.78210994,1,0,1,0,partial
602,Ireland,IRL,85.06723448,1,0,1,0,partial
603,Ireland,IRL,99.38425982,1,1,0,0,complete
604,Ireland,IRL,99.62247982,1,0,1,0,complete
605,Ireland,IRL,34.66472419,1,0,1,0,partial
606,Ireland,IRL,99.9598811,1,0,1,0,complete
608,Ireland,IRL,69.0711527,1,0,1,0,partial
609,Ireland,IRL,99.99074735,1,0,1,0,complete
610,Ireland,IRL,64.29203539,1,0,1,0,partial
611,Ireland,IRL,99.98734261,1,0,1,0,complete
612,Ireland,IRL,98.09499515,1,0,1,0,complete
613,Ireland,IRL,34.87587674,1,0,1,0,partial
614,Ireland,IRL,99.67757427,1,0,1,0,complete
615,Ireland,IRL,94.04637578,1,0,1,0,partial
616,Ireland,IRL,99.24183842,1,0,1,0,complete
617,Ireland,IRL,91.34289164,1,0,1,0,partial
618,Ireland,IRL,99.73075127,1,0,1,0,complete
619,Ireland,IRL,100,1,0,1,0,complete
